175000,129000,4364
181000,129000,4364
187000,129000,4371
193000,129000,4376
199000,129000,4371
205000,129000,4371
211000,129000,4334
217000,129000,4310
223000,129000,4355
229000,129000,4395
235000,129000,4408
241000,129000,4395
247000,129000,4395
253000,129000,4409
259000,129000,4408
265000,129000,4412
271000,129000,4412
277000,129000,4412
283000,129000,4428
289000,129000,4420
295000,129000,4437
301000,129000,4441
307000,129000,4437
313000,129000,4444
319000,129000,4441
325000,129000,4457
331000,129000,4457
337000,129000,4465
343000,129000,4493
349000,129000,4493
355000,129000,4493
361000,129000,4493
367000,129000,4477
373000,129000,4469
379000,129000,4364
1000,135000,4310
7000,135000,4334
13000,135000,4359
19000,135000,4354
25000,135000,4363
31000,135000,4371
37000,135000,4379
43000,135000,4384
49000,135000,4395
55000,135000,4395
61000,135000,4409
67000,135000,4400
73000,135000,4400
79000,135000,4404
85000,135000,4388
91000,135000,4368
97000,135000,4368
103000,135000,4371
109000,135000,4395
115000,135000,4388
121000,135000,4395
127000,135000,4395
133000,135000,4399
139000,135000,4408
145000,135000,4409
151000,135000,4388
157000,135000,4383
163000,135000,4388
169000,135000,4371
175000,135000,4371
181000,135000,4388
187000,135000,4392
193000,135000,4395
199000,135000,4392
205000,135000,4383
211000,135000,4360
217000,135000,4350
223000,135000,4371
229000,135000,4420
235000,135000,4420
241000,135000,4420
247000,135000,4421
253000,135000,4420
259000,135000,4420
265000,135000,4420
271000,135000,4437
277000,135000,4444
283000,135000,4461
289000,135000,4469
295000,135000,4461
301000,135000,4469
307000,135000,4468
313000,135000,4469
319000,135000,4473
325000,135000,4472
331000,135000,4482
337000,135000,4497
343000,135000,4510
349000,135000,4521
355000,135000,4517
361000,135000,4501
367000,135000,4510
373000,135000,4477
379000,135000,4371
1000,141000,4329
7000,141000,4355
13000,141000,4368
19000,141000,4371
25000,141000,4388
31000,141000,4399
37000,141000,4400
43000,141000,4408
49000,141000,4420
55000,141000,4420
61000,141000,4425
67000,141000,4433
73000,141000,4432
79000,141000,4433
85000,141000,4424
91000,141000,4412
97000,141000,4395
103000,141000,4395
109000,141000,4420
115000,141000,4420
121000,141000,4428
127000,141000,4428
133000,141000,4428
139000,141000,4428
145000,141000,4437
151000,141000,4437
157000,141000,4441
163000,141000,4433
169000,141000,4424
175000,141000,4428
181000,141000,4432
187000,141000,4444
193000,141000,4433
199000,141000,4399
205000,141000,4388
211000,141000,4388
217000,141000,4388
223000,141000,4371
229000,141000,4428
235000,141000,4437
241000,141000,4444
247000,141000,4440
253000,141000,4444
259000,141000,4448
265000,141000,4448
271000,141000,4461
277000,141000,4461
283000,141000,4468
289000,141000,4473
295000,141000,4493
301000,141000,4490
307000,141000,4493
313000,141000,4490
319000,141000,4493
325000,141000,4493
331000,141000,4493
337000,141000,4510
343000,141000,4510
349000,141000,4522
355000,141000,4526
361000,141000,4522
367000,141000,4510
373000,141000,4502
379000,141000,4490
1000,147000,4351
7000,147000,4375
13000,147000,4384
19000,147000,4395
25000,147000,4409
31000,147000,4417
37000,147000,4428
43000,147000,4420
49000,147000,4437
55000,147000,4437
61000,147000,4437
67000,147000,4441
73000,147000,4453
79000,147000,4461
85000,147000,4444
91000,147000,4432
97000,147000,4437
103000,147000,4428
109000,147000,4444
115000,147000,4444
121000,147000,4444
127000,147000,4437
133000,147000,4444
139000,147000,4444
145000,147000,4444
151000,147000,4444
157000,147000,4444
163000,147000,4441
169000,147000,4437
175000,147000,4428
181000,147000,4433
187000,147000,4444
193000,147000,4444
199000,147000,4409
205000,147000,4399
211000,147000,4395
217000,147000,4404
223000,147000,4391
229000,147000,4437
235000,147000,4444
241000,147000,4444
247000,147000,4444
253000,147000,4448
259000,147000,4449
265000,147000,4457
271000,147000,4465
277000,147000,4481
283000,147000,4477
289000,147000,4493
295000,147000,4493
301000,147000,4493
307000,147000,4506
313000,147000,4510
319000,147000,4514
325000,147000,4522
331000,147000,4526
337000,147000,4526
343000,147000,4542
349000,147000,4550
355000,147000,4535
361000,147000,4534
367000,147000,4502
373000,147000,4477
379000,147000,4380
1000,153000,4373
7000,153000,4388
13000,153000,4392
19000,153000,4420
25000,153000,4425
31000,153000,4433
37000,153000,4444
43000,153000,4448
49000,153000,4461
55000,153000,4461
61000,153000,4461
67000,153000,4472
73000,153000,4478
79000,153000,4469
85000,153000,4472
91000,153000,4457
97000,153000,4444
103000,153000,4437
109000,153000,4444
115000,153000,4448
121000,153000,4453
127000,153000,4444
133000,153000,4453
139000,153000,4465
145000,153000,4457
151000,153000,4448
157000,153000,4444
163000,153000,4449
169000,153000,4441
175000,153000,4452
181000,153000,4444
187000,153000,4457
193000,153000,4453
199000,153000,4461
205000,153000,4449
211000,153000,4428
217000,153000,4424
223000,153000,4412
229000,153000,4452
235000,153000,4448
241000,153000,4464
247000,153000,4472
253000,153000,4468
259000,153000,4465
265000,153000,4469
271000,153000,4490
277000,153000,4490
283000,153000,4498
289000,153000,4493
295000,153000,4506
301000,153000,4510
307000,153000,4506
313000,153000,4505
319000,153000,4517
325000,153000,4517
331000,153000,4534
337000,153000,4526
343000,153000,4535
349000,153000,4542
355000,153000,4542
361000,153000,4538
367000,153000,4535
373000,153000,4530
379000,153000,4526
1000,159000,4400
7000,159000,4417
13000,159000,4420
19000,159000,4437
25000,159000,4437
31000,159000,4448
37000,159000,4457
43000,159000,4457
49000,159000,4461
55000,159000,4468
61000,159000,4477
67000,159000,4477
73000,159000,4469
79000,159000,4481
85000,159000,4469
91000,159000,4465
97000,159000,4473
103000,159000,4453
109000,159000,4477
115000,159000,4469
121000,159000,4473
127000,159000,4469
133000,159000,4477
139000,159000,4477
145000,159000,4477
151000,159000,4469
157000,159000,4468
163000,159000,4469
169000,159000,4453
175000,159000,4457
181000,159000,4457
187000,159000,4469
193000,159000,4468
199000,159000,4469
205000,159000,4469
211000,159000,4444
217000,159000,4444
223000,159000,4420
229000,159000,4469
235000,159000,4477
241000,159000,4486
247000,159000,4486
253000,159000,4486
259000,159000,4486
265000,159000,4493
271000,159000,4493
277000,159000,4506
283000,159000,4510
289000,159000,4502
295000,159000,4521
301000,159000,4526
307000,159000,4517
313000,159000,4517
319000,159000,4531
325000,159000,4531
331000,159000,4542
337000,159000,4542
343000,159000,4546
349000,159000,4554
355000,159000,4554
361000,159000,4542
367000,159000,4502
373000,159000,4477
379000,159000,4400
1000,165000,4413
7000,165000,4428
13000,165000,4433
19000,165000,4441
25000,165000,4440
31000,165000,4457
37000,165000,4461
43000,165000,4469
49000,165000,4469
55000,165000,4477
61000,165000,4482
67000,165000,4490
73000,165000,4489
79000,165000,4477
85000,165000,4477
91000,165000,4486
97000,165000,4477
103000,165000,4444
109000,165000,4482
115000,165000,4477
121000,165000,4477
127000,165000,4477
133000,165000,4490
139000,165000,4493
145000,165000,4486
151000,165000,4481
157000,165000,4469
163000,165000,4468
169000,165000,4465
175000,165000,4469
181000,165000,4469
187000,165000,4477
193000,165000,4477
199000,165000,4477
205000,165000,4473
211000,165000,4395
217000,165000,4453
223000,165000,4413
229000,165000,4469
235000,165000,4486
241000,165000,4493
247000,165000,4493
253000,165000,4489
259000,165000,4473
265000,165000,4493
271000,165000,4505
277000,165000,4497
283000,165000,4517
289000,165000,4526
295000,165000,4535
301000,165000,4535
307000,165000,4535
313000,165000,4535
319000,165000,4535
325000,165000,4542
331000,165000,4542
337000,165000,4542
343000,165000,4547
349000,165000,4555
355000,165000,4554
361000,165000,4550
367000,165000,4542
373000,165000,4526
379000,165000,4444
1000,171000,4417
7000,171000,4449
13000,171000,4465
19000,171000,4469
25000,171000,4464
31000,171000,4477
37000,171000,4486
43000,171000,4498
49000,171000,4494
55000,171000,4502
61000,171000,4510
67000,171000,4510
73000,171000,4510
79000,171000,4510
85000,171000,4514
91000,171000,4502
97000,171000,4501
103000,171000,4493
109000,171000,4493
115000,171000,4493
121000,171000,4493
127000,171000,4493
133000,171000,4501
139000,171000,4501
145000,171000,4505
151000,171000,4493
157000,171000,4489
163000,171000,4493
169000,171000,4477
175000,171000,4486
181000,171000,4493
187000,171000,4493
193000,171000,4490
199000,171000,4493
205000,171000,4493
211000,171000,4468
217000,171000,4453
223000,171000,4425
229000,171000,4486
235000,171000,4493
241000,171000,4510
247000,171000,4510
253000,171000,4510
259000,171000,4493
265000,171000,4517
271000,171000,4534
277000,171000,4531
283000,171000,4542
289000,171000,4546
295000,171000,4559
301000,171000,4559
307000,171000,4555
313000,171000,4546
319000,171000,4555
325000,171000,4559
331000,171000,4562
337000,171000,4566
343000,171000,4566
349000,171000,4559
355000,171000,4566
361000,171000,4566
367000,171000,4542
373000,171000,4502
379000,171000,4510
1000,177000,4440
7000,177000,4461
13000,177000,4477
19000,177000,4482
25000,177000,4486
31000,177000,4493
37000,177000,4510
43000,177000,4510
49000,177000,4514
55000,177000,4517
61000,177000,4517
67000,177000,4514
73000,177000,4517
79000,177000,4510
85000,177000,4517
91000,177000,4513
97000,177000,4510
103000,177000,4502
109000,177000,4502
115000,177000,4502
121000,177000,4502
127000,177000,4502
133000,177000,4510
139000,177000,4510
145000,177000,4517
151000,177000,4510
157000,177000,4502
163000,177000,4502
169000,177000,4502
175000,177000,4501
181000,177000,4510
187000,177000,4502
193000,177000,4502
199000,177000,4501
205000,177000,4501
211000,177000,4497
217000,177000,4486
223000,177000,4461
229000,177000,4510
235000,177000,4510
241000,177000,4521
247000,177000,4535
253000,177000,4521
259000,177000,4514
265000,177000,4535
271000,177000,4535
277000,177000,4542
283000,177000,4559
289000,177000,4559
295000,177000,4578
301000,177000,4575
307000,177000,4570
313000,177000,4566
319000,177000,4559
325000,177000,4566
331000,177000,4575
337000,177000,4582
343000,177000,4575
349000,177000,4582
355000,177000,4566
361000,177000,4578
367000,177000,4538
373000,177000,4502
379000,177000,4416
1000,183000,4433
7000,183000,4453
13000,183000,4469
19000,183000,4486
25000,183000,4486
31000,183000,4498
37000,183000,4506
43000,183000,4510
49000,183000,4510
55000,183000,4510
61000,183000,4510
67000,183000,4510
73000,183000,4514
79000,183000,4510
85000,183000,4510
91000,183000,4510
97000,183000,4502
103000,183000,4493
109000,183000,4502
115000,183000,4510
121000,183000,4501
127000,183000,4501
133000,183000,4510
139000,183000,4510
145000,183000,4517
151000,183000,4510
157000,183000,4497
163000,183000,4497
169000,183000,4501
175000,183000,4497
181000,183000,4502
187000,183000,4502
193000,183000,4493
199000,183000,4501
205000,183000,4501
211000,183000,4493
217000,183000,4469
223000,183000,4437
229000,183000,4493
235000,183000,4510
241000,183000,4526
247000,183000,4513
253000,183000,4517
259000,183000,4517
265000,183000,4526
271000,183000,4535
277000,183000,4559
283000,183000,4559
289000,183000,4559
295000,183000,4566
301000,183000,4566
307000,183000,4559
313000,183000,4550
319000,183000,4559
325000,183000,4559
331000,183000,4566
337000,183000,4571
343000,183000,4566
349000,183000,4566
355000,183000,4566
361000,183000,4566
367000,183000,4559
373000,183000,4542
379000,183000,4535
1000,189000,4437
7000,189000,4469
13000,189000,4486
19000,189000,4498
25000,189000,4502
31000,189000,4510
37000,189000,4510
43000,189000,4510
49000,189000,4518
55000,189000,4517
61000,189000,4530
67000,189000,4522
73000,189000,4534
79000,189000,4534
85000,189000,4521
91000,189000,4521
97000,189000,4518
103000,189000,4502
109000,189000,4517
115000,189000,4517
121000,189000,4517
127000,189000,4513
133000,189000,4526
139000,189000,4530
145000,189000,4534
151000,189000,4527
157000,189000,4510
163000,189000,4510
169000,189000,4510
175000,189000,4510
181000,189000,4510
187000,189000,4514
193000,189000,4517
199000,189000,4510
205000,189000,4510
211000,189000,4510
217000,189000,4501
223000,189000,4477
229000,189000,4517
235000,189000,4526
241000,189000,4526
247000,189000,4522
253000,189000,4534
259000,189000,4534
265000,189000,4542
271000,189000,4542
277000,189000,4578
283000,189000,4566
289000,189000,4582
295000,189000,4582
301000,189000,4582
307000,189000,4578
313000,189000,4559
319000,189000,4571
325000,189000,4566
331000,189000,4575
337000,189000,4582
343000,189000,4582
349000,189000,4599
355000,189000,4591
361000,189000,4570
367000,189000,4526
373000,189000,4490
379000,189000,4404
1000,195000,4424
7000,195000,4465
13000,195000,4469
19000,195000,4472
25000,195000,4493
31000,195000,4497
37000,195000,4501
43000,195000,4506
49000,195000,4510
55000,195000,4518
61000,195000,4517
67000,195000,4526
73000,195000,4522
79000,195000,4518
85000,195000,4526
91000,195000,4510
97000,195000,4510
103000,195000,4493
109000,195000,4513
115000,195000,4510
121000,195000,4517
127000,195000,4517
133000,195000,4517
139000,195000,4526
145000,195000,4517
151000,195000,4526
157000,195000,4510
163000,195000,4510
169000,195000,4510
175000,195000,4501
181000,195000,4506
187000,195000,4510
193000,195000,4505
199000,195000,4502
205000,195000,4501
211000,195000,4502
217000,195000,4497
223000,195000,4486
229000,195000,4517
235000,195000,4521
241000,195000,4521
247000,195000,4526
253000,195000,4526
259000,195000,4535
265000,195000,4546
271000,195000,4559
277000,195000,4566
283000,195000,4570
289000,195000,4571
295000,195000,4579
301000,195000,4566
307000,195000,4566
313000,195000,4562
319000,195000,4566
325000,195000,4563
331000,195000,4566
337000,195000,4566
343000,195000,4566
349000,195000,4582
355000,195000,4575
361000,195000,4566
367000,195000,4554
373000,195000,4526
379000,195000,4531
1000,201000,4461
7000,201000,4486
13000,201000,4486
19000,201000,4502
25000,201000,4498
31000,201000,4510
37000,201000,4513
43000,201000,4517
49000,201000,4517
55000,201000,4526
61000,201000,4535
67000,201000,4530
73000,201000,4535
79000,201000,4535
85000,201000,4531
91000,201000,4517
97000,201000,4517
103000,201000,4510
109000,201000,4517
115000,201000,4526
121000,201000,4534
127000,201000,4531
133000,201000,4534
139000,201000,4534
145000,201000,4534
151000,201000,4538
157000,201000,4526
163000,201000,4517
169000,201000,4517
175000,201000,4510
181000,201000,4510
187000,201000,4517
193000,201000,4517
199000,201000,4510
205000,201000,4510
211000,201000,4510
217000,201000,4534
223000,201000,4510
229000,201000,4542
235000,201000,4542
241000,201000,4542
247000,201000,4534
253000,201000,4542
259000,201000,4550
265000,201000,4559
271000,201000,4566
277000,201000,4582
283000,201000,4582
289000,201000,4586
295000,201000,4587
301000,201000,4582
307000,201000,4575
313000,201000,4571
319000,201000,4575
325000,201000,4566
331000,201000,4575
337000,201000,4575
343000,201000,4586
349000,201000,4591
355000,201000,4582
361000,201000,4575
367000,201000,4510
373000,201000,4472
379000,201000,4400
1000,207000,4448
7000,207000,4469
13000,207000,4481
19000,207000,4493
25000,207000,4493
31000,207000,4501
37000,207000,4510
43000,207000,4518
49000,207000,4517
55000,207000,4517
61000,207000,4526
67000,207000,4534
73000,207000,4535
79000,207000,4530
85000,207000,4530
91000,207000,4517
97000,207000,4513
103000,207000,4510
109000,207000,4522
115000,207000,4526
121000,207000,4517
127000,207000,4517
133000,207000,4526
139000,207000,4531
145000,207000,4526
151000,207000,4526
157000,207000,4514
163000,207000,4514
169000,207000,4510
175000,207000,4502
181000,207000,4506
187000,207000,4510
193000,207000,4510
199000,207000,4510
205000,207000,4501
211000,207000,4510
217000,207000,4498
223000,207000,4481
229000,207000,4530
235000,207000,4526
241000,207000,4535
247000,207000,4534
253000,207000,4526
259000,207000,4542
265000,207000,4542
271000,207000,4559
277000,207000,4571
283000,207000,4563
289000,207000,4566
295000,207000,4575
301000,207000,4566
307000,207000,4566
313000,207000,4566
319000,207000,4570
325000,207000,4566
331000,207000,4566
337000,207000,4582
343000,207000,4578
349000,207000,4579
355000,207000,4562
361000,207000,4566
367000,207000,4539
373000,207000,4501
379000,207000,4465
1000,213000,4461
7000,213000,4482
13000,213000,4493
19000,213000,4502
25000,213000,4506
31000,213000,4510
37000,213000,4513
43000,213000,4510
49000,213000,4517
55000,213000,4518
61000,213000,4526
67000,213000,4531
73000,213000,4534
79000,213000,4535
85000,213000,4538
91000,213000,4522
97000,213000,4531
103000,213000,4526
109000,213000,4521
115000,213000,4517
121000,213000,4518
127000,213000,4530
133000,213000,4526
139000,213000,4526
145000,213000,4534
151000,213000,4526
157000,213000,4526
163000,213000,4517
169000,213000,4510
175000,213000,4510
181000,213000,4510
187000,213000,4517
193000,213000,4513
199000,213000,4505
205000,213000,4510
211000,213000,4510
217000,213000,4502
223000,213000,4437
229000,213000,4510
235000,213000,4534
241000,213000,4535
247000,213000,4526
253000,213000,4517
259000,213000,4535
265000,213000,4535
271000,213000,4546
277000,213000,4555
283000,213000,4559
289000,213000,4566
295000,213000,4571
301000,213000,4566
307000,213000,4563
313000,213000,4562
319000,213000,4559
325000,213000,4559
331000,213000,4566
337000,213000,4571
343000,213000,4582
349000,213000,4582
355000,213000,4566
361000,213000,4559
367000,213000,4559
373000,213000,4535
379000,213000,4535
1000,219000,4481
7000,219000,4493
13000,219000,4506
19000,219000,4514
25000,219000,4510
31000,219000,4514
37000,219000,4517
43000,219000,4517
49000,219000,4517
55000,219000,4517
61000,219000,4522
67000,219000,4526
73000,219000,4531
79000,219000,4531
85000,219000,4531
91000,219000,4513
97000,219000,4517
103000,219000,4521
109000,219000,4517
115000,219000,4518
121000,219000,4510
127000,219000,4517
133000,219000,4517
139000,219000,4526
145000,219000,4526
151000,219000,4526
157000,219000,4517
163000,219000,4513
169000,219000,4517
175000,219000,4513
181000,219000,4517
187000,219000,4513
193000,219000,4517
199000,219000,4513
205000,219000,4510
211000,219000,4510
217000,219000,4502
223000,219000,4457
229000,219000,4497
235000,219000,4535
241000,219000,4542
247000,219000,4535
253000,219000,4526
259000,219000,4534
265000,219000,4550
271000,219000,4550
277000,219000,4559
283000,219000,4562
289000,219000,4566
295000,219000,4571
301000,219000,4566
307000,219000,4566
313000,219000,4559
319000,219000,4559
325000,219000,4562
331000,219000,4563
337000,219000,4566
343000,219000,4566
349000,219000,4582
355000,219000,4582
361000,219000,4563
367000,219000,4542
373000,219000,4517
379000,219000,4428
1000,225000,4461
7000,225000,4489
13000,225000,4493
19000,225000,4506
25000,225000,4510
31000,225000,4501
37000,225000,4510
43000,225000,4510
49000,225000,4510
55000,225000,4506
61000,225000,4513
67000,225000,4514
73000,225000,4513
79000,225000,4510
85000,225000,4510
91000,225000,4493
97000,225000,4501
103000,225000,4501
109000,225000,4501
115000,225000,4501
121000,225000,4493
127000,225000,4498
133000,225000,4493
139000,225000,4510
145000,225000,4510
151000,225000,4513
157000,225000,4510
163000,225000,4502
169000,225000,4502
175000,225000,4502
181000,225000,4501
187000,225000,4502
193000,225000,4502
199000,225000,4506
205000,225000,4493
211000,225000,4481
217000,225000,4486
223000,225000,4437
229000,225000,4486
235000,225000,4502
241000,225000,4510
247000,225000,4510
253000,225000,4510
259000,225000,4501
265000,225000,4517
271000,225000,4526
277000,225000,4526
283000,225000,4535
289000,225000,4534
295000,225000,4538
301000,225000,4542
307000,225000,4534
313000,225000,4535
319000,225000,4526
325000,225000,4542
331000,225000,4542
337000,225000,4546
343000,225000,4542
349000,225000,4566
355000,225000,4559
361000,225000,4550
367000,225000,4559
373000,225000,4550
379000,225000,4538
1000,231000,4461
7000,231000,4486
13000,231000,4490
19000,231000,4502
25000,231000,4505
31000,231000,4505
37000,231000,4510
43000,231000,4510
49000,231000,4502
55000,231000,4510
61000,231000,4510
67000,231000,4517
73000,231000,4517
79000,231000,4510
85000,231000,4510
91000,231000,4493
97000,231000,4493
103000,231000,4502
109000,231000,4486
115000,231000,4502
121000,231000,4493
127000,231000,4497
133000,231000,4493
139000,231000,4510
145000,231000,4510
151000,231000,4510
157000,231000,4510
163000,231000,4506
169000,231000,4502
175000,231000,4502
181000,231000,4502
187000,231000,4501
193000,231000,4502
199000,231000,4510
205000,231000,4489
211000,231000,4469
217000,231000,4473
223000,231000,4444
229000,231000,4497
235000,231000,4510
241000,231000,4510
247000,231000,4526
253000,231000,4517
259000,231000,4510
265000,231000,4521
271000,231000,4534
277000,231000,4534
283000,231000,4542
289000,231000,4542
295000,231000,4546
301000,231000,4542
307000,231000,4550
313000,231000,4534
319000,231000,4535
325000,231000,4542
331000,231000,4538
337000,231000,4542
343000,231000,4542
349000,231000,4559
355000,231000,4559
361000,231000,4535
367000,231000,4510
373000,231000,4490
379000,231000,4404
1000,237000,4444
7000,237000,4465
13000,237000,4472
19000,237000,4486
25000,237000,4486
31000,237000,4486
37000,237000,4506
43000,237000,4486
49000,237000,4486
55000,237000,4493
61000,237000,4493
67000,237000,4502
73000,237000,4501
79000,237000,4493
85000,237000,4497
91000,237000,4493
97000,237000,4489
103000,237000,4486
109000,237000,4473
115000,237000,4468
121000,237000,4469
127000,237000,4469
133000,237000,4486
139000,237000,4501
145000,237000,4502
151000,237000,4493
157000,237000,4489
163000,237000,4482
169000,237000,4477
175000,237000,4481
181000,237000,4486
187000,237000,4493
193000,237000,4477
199000,237000,4490
205000,237000,4453
211000,237000,4424
217000,237000,4440
223000,237000,4420
229000,237000,4477
235000,237000,4486
241000,237000,4477
247000,237000,4510
253000,237000,4493
259000,237000,4502
265000,237000,4505
271000,237000,4510
277000,237000,4517
283000,237000,4510
289000,237000,4510
295000,237000,4517
301000,237000,4517
307000,237000,4517
313000,237000,4510
319000,237000,4517
325000,237000,4510
331000,237000,4505
337000,237000,4526
343000,237000,4517
349000,237000,4526
355000,237000,4521
361000,237000,4510
367000,237000,4517
373000,237000,4497
379000,237000,4486
1000,243000,4457
7000,243000,4473
13000,243000,4482
19000,243000,4490
25000,243000,4498
31000,243000,4493
37000,243000,4510
43000,243000,4493
49000,243000,4497
55000,243000,4505
61000,243000,4502
67000,243000,4505
73000,243000,4510
79000,243000,4510
85000,243000,4510
91000,243000,4493
97000,243000,4489
103000,243000,4481
109000,243000,4477
115000,243000,4468
121000,243000,4469
127000,243000,4473
133000,243000,4486
139000,243000,4493
145000,243000,4493
151000,243000,4497
157000,243000,4493
163000,243000,4486
169000,243000,4477
175000,243000,4486
181000,243000,4493
187000,243000,4493
193000,243000,4493
199000,243000,4502
205000,243000,4457
211000,243000,4437
217000,243000,4433
223000,243000,4437
229000,243000,4461
235000,243000,4486
241000,243000,4482
247000,243000,4498
253000,243000,4493
259000,243000,4497
265000,243000,4498
271000,243000,4510
277000,243000,4530
283000,243000,4535
289000,243000,4535
295000,243000,4535
301000,243000,4526
307000,243000,4530
313000,243000,4526
319000,243000,4530
325000,243000,4530
331000,243000,4522
337000,243000,4538
343000,243000,4542
349000,243000,4521
355000,243000,4517
361000,243000,4502
367000,243000,4469
373000,243000,4444
379000,243000,4371
1000,249000,4457
7000,249000,4486
13000,249000,4477
19000,249000,4493
25000,249000,4493
31000,249000,4506
37000,249000,4498
43000,249000,4498
49000,249000,4493
55000,249000,4493
61000,249000,4493
67000,249000,4497
73000,249000,4493
79000,249000,4502
85000,249000,4493
91000,249000,4486
97000,249000,4486
103000,249000,4477
109000,249000,4472
115000,249000,4465
121000,249000,4468
127000,249000,4477
133000,249000,4477
139000,249000,4486
145000,249000,4477
151000,249000,4477
157000,249000,4486
163000,249000,4472
169000,249000,4477
175000,249000,4482
181000,249000,4481
187000,249000,4489
193000,249000,4482
199000,249000,4502
205000,249000,4493
211000,249000,4461
217000,249000,4444
223000,249000,4437
229000,249000,4461
235000,249000,4489
241000,249000,4505
247000,249000,4493
253000,249000,4510
259000,249000,4497
265000,249000,4510
271000,249000,4510
277000,249000,4510
283000,249000,4521
289000,249000,4534
295000,249000,4521
301000,249000,4522
307000,249000,4526
313000,249000,4521
319000,249000,4525
325000,249000,4518
331000,249000,4531
337000,249000,4534
343000,249000,4534
349000,249000,4510
355000,249000,4510
361000,249000,4502
367000,249000,4469
373000,249000,4468
379000,249000,4388
1000,255000,4457
7000,255000,4482
13000,255000,4486
19000,255000,4493
25000,255000,4497
31000,255000,4493
37000,255000,4493
43000,255000,4493
49000,255000,4493
55000,255000,4490
61000,255000,4486
67000,255000,4486
73000,255000,4493
79000,255000,4493
85000,255000,4493
91000,255000,4477
97000,255000,4477
103000,255000,4477
109000,255000,4469
115000,255000,4453
121000,255000,4469
127000,255000,4468
133000,255000,4469
139000,255000,4486
145000,255000,4486
151000,255000,4493
157000,255000,4490
163000,255000,4477
169000,255000,4477
175000,255000,4481
181000,255000,4493
187000,255000,4493
193000,255000,4473
199000,255000,4506
205000,255000,4501
211000,255000,4437
217000,255000,4437
223000,255000,4432
229000,255000,4464
235000,255000,4481
241000,255000,4501
247000,255000,4510
253000,255000,4510
259000,255000,4510
265000,255000,4514
271000,255000,4510
277000,255000,4517
283000,255000,4534
289000,255000,4522
295000,255000,4526
301000,255000,4526
307000,255000,4517
313000,255000,4526
319000,255000,4521
325000,255000,4517
331000,255000,4518
337000,255000,4526
343000,255000,4538
349000,255000,4521
355000,255000,4526
361000,255000,4502
367000,255000,4501
373000,255000,4477
379000,255000,4477
1000,261000,4477
7000,261000,4493
13000,261000,4497
19000,261000,4510
25000,261000,4510
31000,261000,4510
37000,261000,4501
43000,261000,4510
49000,261000,4501
55000,261000,4510
61000,261000,4501
67000,261000,4501
73000,261000,4510
79000,261000,4502
85000,261000,4501
91000,261000,4493
97000,261000,4482
103000,261000,4477
109000,261000,4477
